colnp,full,start,end,Term in Months,district
12,"T.UDHAYACHANDRAN, I.A.S., ",2009-05-06T00:00:00Z,2009-05-28T00:00:00Z,0,Tiruvarur
11,"M.CHANDRASEKARAN, I.A.S., ",2007-10-01T00:00:00Z,2009-05-06T00:00:00Z,19,Tiruvarur
10," B.MAHESWARI, (I/c) ",2007-09-29T00:00:00Z,2007-09-30T00:00:00Z,0,Tiruvarur
9,"SHAMBU KALLOLIKAR, I.A.S., ",2007-07-04T00:00:00Z,2007-09-28T00:00:00Z,2,Tiruvarur
8,"B.MAHESWARI, (I/c) ",2007-04-20T00:00:00Z,2007-07-03T00:00:00Z,2,Tiruvarur
7,"SHAMBU KALLOLIKAR, I.A.S., ",2006-06-25T00:00:00Z,2007-04-19T00:00:00Z,9,Tiruvarur
6,"P.EKAMBARAM, I.A.S., ",2004-06-06T00:00:00Z,2006-06-24T00:00:00Z,24,Tiruvarur
5,"G. SUNDARAMOORTHI, I.A.S., ",2004-03-10T00:00:00Z,2004-06-05T00:00:00Z,2,Tiruvarur
4,"P.ILANGO, I.A.S., ",2002-11-14T00:00:00Z,2004-03-09T00:00:00Z,15,Tiruvarur
3,"RAMESHCHANDHMEENA, I.A.S., ",2001-06-11T00:00:00Z,2002-11-13T00:00:00Z,17,Tiruvarur
2,"C. UMASHANKAR, I.A.S., ",1999-02-14T00:00:00Z,2001-06-10T00:00:00Z,27,Tiruvarur
1,"M.R. MOHAN, I.A.S., ",1997-01-01T00:00:00Z,1999-02-13T00:00:00Z,25,Tiruvarur
10,Thiru S.Sivarasu IAS ,2019-02-18T00:00:00Z,Present Collector,,Trichy
9,Thiru K.Rajamani IAS ,2017-06-04T00:00:00Z,2019-02-17T00:00:00Z,20,Trichy
8,Thiru Dr. K.S. Palanisamy IAS ,2014-04-28T00:00:00Z,2017-06-03T00:00:00Z,37,Trichy
7,Tmt. Jayashri Muralidharan IAS ,2011-01-01T00:00:00Z,2014-04-27T00:00:00Z,39,Trichy
6,Thiru. Mahesan Kasirajan IAS ,2010-10-06T00:00:00Z,2011-01-21T00:00:00Z,3,Trichy
5,Thiru. T.Soudiah IAS ,2008-10-01T00:00:00Z,2010-10-05T00:00:00Z,24,Trichy
4,"Thiru. Ashish Vachhani, IAS ",2006-06-03T00:00:00Z,2008-09-30T00:00:00Z,27,Trichy
3,Thiru K.Nandha Kishore IAS ,2005-06-02T00:00:00Z,2006-06-02T00:00:00Z,12,Trichy
2,Thiru V. Pandiyan IAS ,2004-02-22T00:00:00Z,2005-06-01T00:00:00Z,15,Trichy
1,Thiru Dr. K.Manivasan IAS ,2001-02-22T00:00:00Z,2004-06-01T00:00:00Z,39,Trichy
20,Thiru.A.Annadurai I.A.S ,2019-11-18T00:00:00Z,Till Date,,Viluppuram
19.,Dr.L.Subramaniyan I.A.S ,2016-09-11T00:00:00Z,2019-11-17T00:00:00Z,38,Viluppuram
18,Tmt. M.Lakhsmi I.A.S ,2016-06-30T00:00:00Z,2016-09-10T00:00:00Z,2,Viluppuram
17,Thiru.V.Sampath I.A.S ,2012-01-25T00:00:00Z,2016-06-29T00:00:00Z,53,Viluppuram
16,Tmt.C.T.Manimekkalai I.A.S ,2011-06-04T00:00:00Z,2012-01-24T00:00:00Z,7,Viluppuram
15,Dr.R. Palaniswamy I.A.S ,2008-06-11T00:00:00Z,2011-06-03T00:00:00Z,35,Viluppuram
14,Thiru.Brajendra Navnit I.A.S ,2006-12-13T00:00:00Z,2008-06-10T00:00:00Z,17,Viluppuram
13,Thiru. Ashish Chatterji I.A.S ,2006-05-25T00:00:00Z,2006-11-09T00:00:00Z,5,Viluppuram
12,Thiru.K.Balachandran I.A.S ,2004-06-07T00:00:00Z,2006-05-12T00:00:00Z,23,Viluppuram
11,Dr.K.Gopal I.A.S ,2003-07-20T00:00:00Z,2004-05-31T00:00:00Z,10,Viluppuram
10,Thiru.A.Mohamed Aslam I.A.S ,2001-06-10T00:00:00Z,2003-07-18T00:00:00Z,25,Viluppuram
9.,Thiru.T.K.Ramachandran I.A.S ,2000-07-30T00:00:00Z,2001-06-09T00:00:00Z,10,Viluppuram
8.,Thiru. Thangaswamy I.A.S ,2000-04-24T00:00:00Z,2000-07-13T00:00:00Z,2,Viluppuram
7.,Thiru. Vibu Naiyar I.A.S ,1999-09-17T00:00:00Z,2000-04-24T00:00:00Z,7,Viluppuram
6.,Thiru. Param Sindhu I.A.S ,1998-12-23T00:00:00Z,1999-09-17T00:00:00Z,8,Viluppuram
5.,Thiru. Adulya Misra I.A.S ,1997-12-07T00:00:00Z,1998-12-22T00:00:00Z,12,Viluppuram
4.,Thiru. Praveen Kumar I.A.S ,1996-09-18T00:00:00Z,1997-12-06T00:00:00Z,14,Viluppuram
3.,Thiru.K.Ramalingam I.A.S ,1996-06-01T00:00:00Z,1996-09-09T00:00:00Z,3,Viluppuram
2.,Thiru. Ashokkumar Gupta I.A.S ,1994-11-18T00:00:00Z,1996-06-01T00:00:00Z,18,Viluppuram
1,Thiru. Ashokvardhan Shetty I.A.S ,1993-09-30T00:00:00Z,1994-11-15T00:00:00Z,13,Viluppuram
