colnp,full,start,end,Term in Months,district
40,Tmt. P. Uma Maheswari I.A.S. ,2019-02-18T00:00:00Z,Till Date,,Pudukottai
39,Thiru. S. Ganesh I.A.S. ,2016-05-25T00:00:00Z,2019-02-18T00:00:00Z,32,Pudukottai
38,Dr.S.Swarna I.A.S. ,2016-05-01T00:00:00Z,2016-05-23T00:00:00Z,0,Pudukottai
37,Thiru. S. Ganesh I.A.S. ,2014-11-19T00:00:00Z,2016-05-01T00:00:00Z,17,Pudukottai
36,Thiru. C. Manoharan I.A.S. ,2012-10-06T00:00:00Z,2014-11-18T00:00:00Z,25,Pudukottai
35,Tmt. V. Kalaiarasi I.A.S. ,2012-04-16T00:00:00Z,2012-10-04T00:00:00Z,5,Pudukottai
34,Tmt. B. Maheshwari I.A.S. ,2011-06-06T00:00:00Z,2012-04-16T00:00:00Z,10,Pudukottai
33,"Tmt. A. Suganthi, I.A.S. ",2009-06-18T00:00:00Z,2011-06-05T00:00:00Z,23,Pudukottai
32,"Tmt. Reeta Harish Thakkar, I.A.S. ",2008-06-06T00:00:00Z,2009-06-13T00:00:00Z,12,Pudukottai
31,"Thiru. D. Uthirakkumaran, I.A.S. ",2007-10-07T00:00:00Z,2008-05-31T00:00:00Z,7,Pudukottai
30,"Thiru. Shunchonngam Jatak Chiru, I.A.S. ",2006-05-29T00:00:00Z,2007-10-06T00:00:00Z,16,Pudukottai
29,"Thiru. P.Sonai, I.A.S. ",2005-10-24T00:00:00Z,2006-05-26T00:00:00Z,7,Pudukottai
28,"Thiru. R.Thiagarajan, I.A.S. ",2005-02-20T00:00:00Z,2005-10-20T00:00:00Z,8,Pudukottai
27,"Thiru. Jatindranath Swain, I.A.S. ",2004-06-06T00:00:00Z,2005-02-19T00:00:00Z,8,Pudukottai
26,"Thiru. Hitesh Kumar S.Makwana, I.A.S. ",2002-06-26T00:00:00Z,2004-06-06T00:00:00Z,23,Pudukottai
25,"Thiru. Shambhu Kallolikar, I.A.S. ",2000-02-14T00:00:00Z,2002-06-13T00:00:00Z,27,Pudukottai
24,Thiru. Chandrakanth B.Kamble. I.A.S. ,2000-05-10T00:00:00Z,2000-12-11T00:00:00Z,7,Pudukottai
23,"Thiru. Harmander Singh, I.A.S. ",1998-04-29T00:00:00Z,2000-04-30T00:00:00Z,24,Pudukottai
22,"Thiru.K.Shanmugam, I.A.S. ",1996-12-31T00:00:00Z,1998-04-21T00:00:00Z,15,Pudukottai
21,"Thiru.V.Kanagaraj, I.A.S. ",1996-06-01T00:00:00Z,1996-12-31T00:00:00Z,6,Pudukottai
20,"DR. V. Varaprasada Rao, I.A.S. ",1994-11-10T00:00:00Z,1996-05-31T00:00:00Z,18,Pudukottai
19,"Thiru. D. Chandrasekaran, I.A.S. ",1994-01-27T00:00:00Z,1994-11-10T00:00:00Z,9,Pudukottai
18,"Thiru. Shashi Shekhar, I.A.S. ",1993-09-13T00:00:00Z,1994-01-26T00:00:00Z,4,Pudukottai
17,"Tmt. DR.Anuradha Khadi Rajivan, I.A.S. ",1992-09-01T00:00:00Z,1993-09-06T00:00:00Z,12,Pudukottai
16,"Tmt. Sheela Rani Chunkath, I.A.S. ",1990-12-02T00:00:00Z,1992-08-31T00:00:00Z,20,Pudukottai
15,"Thiru. M.Kutralingam, I.A.S. ",1989-06-07T00:00:00Z,1990-12-01T00:00:00Z,17,Pudukottai
14,"Thiru.P.Selvam, I.A.S. ",1988-04-22T00:00:00Z,1989-06-06T00:00:00Z,13,Pudukottai
13,"Thiru.K.Elangovan, I.A.S. ",1987-05-11T00:00:00Z,1988-04-20T00:00:00Z,11,Pudukottai
12,"Thiru. L.Palamalai, I.A.S. ",1986-04-28T00:00:00Z,1987-05-09T00:00:00Z,12,Pudukottai
11,"Thiru. Brijeswar Singh, I.A.S. ",1985-02-08T00:00:00Z,1986-03-26T00:00:00Z,13,Pudukottai
10,"Thiru. R.Karpoorasundarapandian, I.A.S. ",1983-08-01T00:00:00Z,1985-02-08T00:00:00Z,18,Pudukottai
9,"Thiru. M.A.Gowrishankar, I.A.S. ",1982-07-27T00:00:00Z,1983-07-29T00:00:00Z,12,Pudukottai
8,"Thiru. S.T.Kasirajan, I.A.S. ",1981-03-28T00:00:00Z,1982-07-27T00:00:00Z,15,Pudukottai
7,"Thiru. Ashok Kumar Rastogi, I.A.S. ",1980-04-18T00:00:00Z,1981-03-27T00:00:00Z,11,Pudukottai
6,"Thiru. A.K. Vijayabanu, I.A.S. ",1978-05-03T00:00:00Z,1980-04-17T00:00:00Z,23,Pudukottai
5,"Thiru. D.Murugaraj, I.A.S. ",1977-04-25T00:00:00Z,1978-04-26T00:00:00Z,12,Pudukottai
4,"Thiru. A. Balraj, I.A.S. ",1976-03-11T00:00:00Z,1977-04-24T00:00:00Z,13,Pudukottai
3,"Thiru. S.Narasimhan, I.A.S. ",1975-02-05T00:00:00Z,1976-03-10T00:00:00Z,13,Pudukottai
2,"Thiru. M. Mayilvahanan, I.A.S. ",1974-04-17T00:00:00Z,1975-02-04T00:00:00Z,9,Pudukottai
1,"Thiru. C.Ramdoss, I.A.S. ",1974-01-14T00:00:00Z,1974-04-16T00:00:00Z,3,Pudukottai
172,"Thiru S.A.RAMAN, I.A.S., ",2019-07-01T00:00:00Z,Till date,,Salem
171,"Tmt.Rohini R Bhajibhakare, I.A.S ",2017-08-28T00:00:00Z,2019-06-30T00:00:00Z,22,Salem
170,"Mr.V.SAMPATH, I.A.S. ",2016-06-04T00:00:00Z,2017-08-27T00:00:00Z,14,Salem
169,"Dr.D.Karthikeyan, I.A.S. ",2016-04-24T00:00:00Z,2016-06-03T00:00:00Z,1,Salem
168,"Mr.V.SAMPATH, I.A.S. ",2015-07-05T00:00:00Z,2016-04-23T00:00:00Z,9,Salem
167,"Mr.K.MAHARABUSHANAM, I.A.S. ",2014-05-23T00:00:00Z,2015-07-04T00:00:00Z,13,Salem
166,"Mr. HANISH CHHABRA, I.A.S. ",2014-04-08T00:00:00Z,2014-05-22T00:00:00Z,1,Salem
165,"Mr. K. MAHARABUSHANAM, I.A.S. ",2011-06-06T00:00:00Z,2014-04-07T00:00:00Z,34,Salem
164,"Mr. J. CHANDRAKUMAR, I.A.S. ",2008-11-10T00:00:00Z,2011-06-05T00:00:00Z,30,Salem
163,"Mr. N. MATHIVANAN, I.A.S. ",2006-05-22T00:00:00Z,2008-11-09T00:00:00Z,29,Salem
162,"Mr. DHEERAJ KUMAR, I.A.S. ",2006-05-07T00:00:00Z,2006-05-21T00:00:00Z,0,Salem
161,"Mr. A.SUKUMARAN, I.A.S. ",2004-06-06T00:00:00Z,2006-05-06T00:00:00Z,23,Salem
160,"Mr. S. RAMACHANDRAN,I.A.S. ",2003-07-18T00:00:00Z,2004-06-06T00:00:00Z,10,Salem
159,"Dr. J. RADHAKRISHNAN, I.A.S. ",2001-07-26T00:00:00Z,2003-07-17T00:00:00Z,23,Salem
158,"Mr. N.DHANANJAYAN, I.A.S. ",2001-06-07T00:00:00Z,2001-07-25T00:00:00Z,1,Salem
157,"Mr. Md. NASIMUDDIN, I.A.S. ",1998-04-20T00:00:00Z,2001-06-06T00:00:00Z,37,Salem
156,"Mr. G. MUTHUSAMY, I.A.S. ",1996-05-31T00:00:00Z,1998-04-20T00:00:00Z,22,Salem
155,"Mr. HANSRAJ VERMA, I.A.S. ",1995-06-04T00:00:00Z,1996-05-30T00:00:00Z,11,Salem
154,"Mr. BRAJ KISHORE PRASAD, I.A.S. ",1993-10-25T00:00:00Z,1995-06-03T00:00:00Z,19,Salem
153,"Mr. P.A. RAMIAH, I.A.S. ",1991-07-17T00:00:00Z,1993-10-24T00:00:00Z,27,Salem
152,"Mr. SURJIT CHAUDRY, I.A.S. ",1989-07-06T00:00:00Z,1991-07-16T00:00:00Z,24,Salem
151,"Mr.,M.F. FAROOQUI, I.A.S. ",1987-05-27T00:00:00Z,1989-07-05T00:00:00Z,25,Salem
150,"Mr. M. THANGADURAI, I.A.S. ",1986-05-03T00:00:00Z,1987-05-27T00:00:00Z,12,Salem
149,"Mr. V. PALANICHAMI,  I.A.S. ",1985-01-20T00:00:00Z,1986-04-20T00:00:00Z,15,Salem
148,"Mr. R. VARATHARAJULU, I.A.S. ",1982-06-23T00:00:00Z,1985-01-19T00:00:00Z,30,Salem
147,"Mr. S.R. KARUPPANNAN, I.A.S. ",1980-03-03T00:00:00Z,1982-06-08T00:00:00Z,27,Salem
146,"Mr. S. PARTHASARATHI, I.A.S. ",1978-05-17T00:00:00Z,1980-02-27T00:00:00Z,21,Salem
145,"Mr. A BALRAJ, I.A.S. ",1977-04-28T00:00:00Z,1978-05-17T00:00:00Z,12,Salem
144,"Mr .V. KARUPPAN, I.A.S. ",1976-04-28T00:00:00Z,1977-04-28T00:00:00Z,12,Salem
143,"Mr. A.M. SWAMINATHAN, I.A.S ",1974-04-18T00:00:00Z,1976-04-28T00:00:00Z,24,Salem
142,"Mr. C.CHELLAPPAN, I.A.S. ",1972-05-31T00:00:00Z,1974-04-17T00:00:00Z,22,Salem
141,"Mr. P. SANKARAN, I.A.S. ",1971-04-21T00:00:00Z,1972-05-31T00:00:00Z,13,Salem
140,"Mr. M. RAGHUPATHY, I.A.S. ",1969-04-16T00:00:00Z,1971-04-20T00:00:00Z,24,Salem
139,"Mr. K. VENKATESAN, I.A.S. ",1968-05-04T00:00:00Z,1969-04-15T00:00:00Z,11,Salem
138,"Mr. S.A.VISWANATHAN, I.A.S. ",1967-07-05T00:00:00Z,1968-05-03T00:00:00Z,9,Salem
137,"Mr. N. HARIBHASKAR, I.A.S. ",1965-10-05T00:00:00Z,1967-07-02T00:00:00Z,20,Salem
136,"Mr. K.P. GEETHAKRISHNAN, I.A.S. ",1965-04-13T00:00:00Z,1965-10-04T00:00:00Z,5,Salem
135,"Mr. A .PADMANABHAN, I.A.S. ",1963-05-08T00:00:00Z,1965-04-12T00:00:00Z,23,Salem
134,"Mr. K.V. RAMANATHAN, I.A.S. ",1960-11-25T00:00:00Z,1963-04-11T00:00:00Z,28,Salem
133,"Mr. S. P. AMBROSE, I.A.S. ",1959-05-08T00:00:00Z,1960-11-24T00:00:00Z,18,Salem
132,"Mr. S. MONI, I.A.S. ",1958-10-04T00:00:00Z,1959-05-07T00:00:00Z,7,Salem
131,"Mr. T.E. THYAGARAJAPILLAI, I.A.S. ",1958-04-19T00:00:00Z,1958-10-03T00:00:00Z,5,Salem
130,"Mr. M.G. BALASUBRAMANIAM, I,.A.S. ",1956-04-17T00:00:00Z,1958-04-19T00:00:00Z,24,Salem
129,"Mr. R. BALASUBRAMANIAM, I.A.S. ",1955-05-14T00:00:00Z,1956-04-14T00:00:00Z,11,Salem
128,"Mr. P. SABANAYAGAM, I.A.S. ",1953-11-02T00:00:00Z,1955-05-13T00:00:00Z,18,Salem
127,"Mr. T.N. LAKSHMINARAYANAN, I.A.S. ",1953-04-29T00:00:00Z,1953-11-01T00:00:00Z,6,Salem
126,"Mr. A.R.RAJARATHINAM, I.A.S. ",1953-02-03T00:00:00Z,1953-04-28T00:00:00Z,2,Salem
125,Mr. A. DURAIRAJ ,1951-04-18T00:00:00Z,1953-02-02T00:00:00Z,21,Salem
124,Mr. P. SIVASANKARANPILLAI ,1949-12-29T00:00:00Z,1951-04-17T00:00:00Z,15,Salem
123,"Mr. S.R. KAIWAR, I.C.S. ",1949-04-14T00:00:00Z,1949-12-28T00:00:00Z,8,Salem
122,"Mr.C.V. NARASIMHAN, I.C.S. ",1948-10-01T00:00:00Z,1949-04-13T00:00:00Z,6,Salem
121,Mr. RAO BAHADUR P.V.SUBBA RAO ,1948-07-08T00:00:00Z,1948-09-30T00:00:00Z,2,Salem
120,Mr. G. ABDUL SATHAR ,1947-07-08T00:00:00Z,1948-07-07T00:00:00Z,11,Salem
119,"Mr. V.V. SUBRAMAMANIAM, I.C.S. ",1946-02-22T00:00:00Z,1947-07-07T00:00:00Z,16,Salem
118,Mr. R.C.S. BELL. I.C.S. ,1944-04-11T00:00:00Z,1946-02-21T00:00:00Z,22,Salem
117,"Mr. J.R. BETT,  I.C.S. ",1943-05-09T00:00:00Z,1944-04-10T00:00:00Z,11,Salem
116,"Mr. R.M. SUNDARAM,  I.C.S. ",1940-02-14T00:00:00Z,1943-05-08T00:00:00Z,38,Salem
115,"Mr. A.F.W. DIXON, I.C.S. ",1937-11-09T00:00:00Z,1940-02-13T00:00:00Z,27,Salem
114,"Mr. S.V. RAMAMOORTHI, I.C.S. ",1935-06-22T00:00:00Z,1937-11-08T00:00:00Z,28,Salem
113,"Mr. P.G. HOLDSWORTH,  I.C.S. ",1934-03-02T00:00:00Z,1935-06-21T00:00:00Z,15,Salem
112,"Mr. M.V. SUBRAMANIAM,I.C.S. ",1933-08-01T00:00:00Z,1934-03-01T00:00:00Z,7,Salem
111,Mr. A.H.A. TODD ,1931-11-29T00:00:00Z,1933-07-31T00:00:00Z,20,Salem
110,Mr. E. BENNETT* ,1931-10-27T00:00:00Z,1931-11-28T00:00:00Z,1,Salem
109,Mr. A.H. TODD ,1931-10-11T00:00:00Z,1931-10-26T00:00:00Z,0,Salem
108,Mr. D.W. DODWELL* ,1931-09-01T00:00:00Z,1931-10-11T00:00:00Z,1,Salem
107,Mr. A.H.A. TODD ,1929-10-24T00:00:00Z,1931-08-31T00:00:00Z,22,Salem
106,Mr. C.K. VIJAYARAGHAVAN* ,1929-09-30T00:00:00Z,1929-10-23T00:00:00Z,0,Salem
105,Mr. K. SUNDARAM IYENGAR ,1929-08-21T00:00:00Z,1929-09-29T00:00:00Z,1,Salem
104,Mr. KARIMULLAH FARUKHI SAHIB* ,1928-12-03T00:00:00Z,1929-08-20T00:00:00Z,8,Salem
103,Mr. C. HILTON BROWN* ,1928-03-23T00:00:00Z,1928-12-02T00:00:00Z,8,Salem
102,Mr. F.L. BRICSTOCKE * ,1924-12-29T00:00:00Z,1928-03-22T00:00:00Z,38,Salem
101,Mr. C. HILTON BROWN* ,1924-10-11T00:00:00Z,1924-12-28T00:00:00Z,2,Salem
100,Mr. T.B. RUSSELL* ,1924-04-01T00:00:00Z,1924-10-10T00:00:00Z,6,Salem
99,Mr. J.W. BHORE* ,1924-11-12T00:00:00Z,1924-03-31T00:00:00Z,-7,Salem
98,Mr. RAO BAHADUR RAMA RAO* ,1922-06-12T00:00:00Z,1924-01-11T00:00:00Z,18,Salem
97,Mr. F.W.R. ROBERTSON* ,1921-06-16T00:00:00Z,1922-03-11T00:00:00Z,8,Salem
96,Mr. P. MACQUEEN * ,1920-01-09T00:00:00Z,1921-06-15T00:00:00Z,17,Salem
95,Mr. T.B. RUSSELL* ,1919-12-30T00:00:00Z,1920-01-08T00:00:00Z,0,Salem
94,Mr. E.A. DAVIS ,1919-02-08T00:00:00Z,1919-12-29T00:00:00Z,10,Salem
93,Mr. E.W. LEGH ,1914-11-06T00:00:00Z,1919-02-07T00:00:00Z,51,Salem
92,Mr. J.P.BEDFORD ,1914-03-15T00:00:00Z,1914-11-05T00:00:00Z,7,Salem
91,Mr. S. BURN* ,1914-03-06T00:00:00Z,1914-03-14T00:00:00Z,0,Salem
90,Mr. E. W. LEGH* ,1914-01-02T00:00:00Z,1914-03-05T00:00:00Z,2,Salem
89,Mr. J.P. BEDFORD* ,1911-10-10T00:00:00Z,1914-01-01T00:00:00Z,26,Salem
88,Mr. H.R. BARDSWELL ,1911-08-27T00:00:00Z,1911-10-09T00:00:00Z,1,Salem
87,Lt. E. BUCKLEY ,1908-11-26T00:00:00Z,1911-08-26T00:00:00Z,33,Salem
86,Mr.S. W. C. IVER MAC IVER * ,1908-03-21T00:00:00Z,1908-11-25T00:00:00Z,8,Salem
85,Mr. J.H. ROBERTSON ,1906-02-16T00:00:00Z,1908-03-20T00:00:00Z,25,Salem
84,Mr. ROBERT B. CLEGG ,1903-11-19T00:00:00Z,1906-02-15T00:00:00Z,26,Salem
83,Mr. F.J. RICHARDS* ,1903-08-19T00:00:00Z,1903-11-18T00:00:00Z,2,Salem
82,Mr. ROBERT B. CLEGG ,1902-05-16T00:00:00Z,1903-08-18T00:00:00Z,15,Salem
81,Mr. C.G. SPENSER* ,1902-04-16T00:00:00Z,1902-05-15T00:00:00Z,0,Salem
80,Mr. ROBERT B.CLEGG ,1900-11-08T00:00:00Z,1902-04-15T00:00:00Z,17,Salem
79,Mr. C.G. SPENSER* ,1900-08-08T00:00:00Z,1900-11-07T00:00:00Z,2,Salem
78,Mr. ROBERT B. CLEGG ,1898-05-31T00:00:00Z,1900-08-07T00:00:00Z,26,Salem
77,Mr. W.J.H. LEFANU ,1898-04-15T00:00:00Z,1898-05-30T00:00:00Z,1,Salem
76,Mr. J.J. COITON* ,1898-04-07T00:00:00Z,1898-04-14T00:00:00Z,0,Salem
75,Mr. C.H. MOUNSEY* ,1897-02-11T00:00:00Z,1898-04-06T00:00:00Z,13,Salem
74,Mr. V. VENUGOPAL CHETI* ,1897-01-20T00:00:00Z,1897-02-10T00:00:00Z,0,Salem
73,Mr. H.A.SIM* ,1896-12-29T00:00:00Z,1897-01-10T00:00:00Z,0,Salem
72,Mr. V. VENUGOPAL CHETI* ,1896-12-09T00:00:00Z,1896-12-28T00:00:00Z,0,Salem
71,Mr. C.H. MOURSEY* ,1896-05-30T00:00:00Z,1896-12-08T00:00:00Z,6,Salem
70,Mr. R.H. CAMPBELL* ,1896-05-21T00:00:00Z,1896-05-29T00:00:00Z,0,Salem
69,Mr. W.J.H. LEFANU ,1896-03-13T00:00:00Z,1896-05-20T00:00:00Z,2,Salem
68,Mr. C.H. MOUNSEY ,1895-11-05T00:00:00Z,1896-03-12T00:00:00Z,4,Salem
67,Mr. R.H. CAMPBELL* ,1895-10-30T00:00:00Z,1895-11-04T00:00:00Z,0,Salem
66,Mr.  G. STOKES ,1893-11-23T00:00:00Z,1895-10-29T00:00:00Z,23,Salem
65,Mr. J. ANDREW* ,1893-03-15T00:00:00Z,1893-11-22T00:00:00Z,8,Salem
64,Mr. G. STOKES ,1892-12-12T00:00:00Z,1893-03-14T00:00:00Z,3,Salem
63,Mr. F.A. NICKOLSON* ,1892-09-10T00:00:00Z,1892-12-11T00:00:00Z,3,Salem
62,Mr. G. STOKES ,1889-11-15T00:00:00Z,1892-09-09T00:00:00Z,33,Salem
61,Mr. G. MCWATTERS ,1887-11-14T00:00:00Z,1889-11-13T00:00:00Z,23,Salem
60,Mr. J.W.E.  DUMERGUE* ,1887-11-04T00:00:00Z,1887-11-13T00:00:00Z,0,Salem
59,Mr. R.SEWELL* ,1887-08-31T00:00:00Z,1887-11-03T00:00:00Z,2,Salem
58,Mr. J.W.E. DUMERGUE* ,1887-08-14T00:00:00Z,1887-08-30T00:00:00Z,0,Salem
57,Mr. G.  MCWATTERS* ,1884-08-12T00:00:00Z,1887-08-13T00:00:00Z,36,Salem
56,Mr. C.V. MARTIN* ,1883-10-26T00:00:00Z,1884-08-11T00:00:00Z,9,Salem
55,Mr. L. MOORE* ,1883-07-25T00:00:00Z,1883-10-25T00:00:00Z,3,Salem
54,Mr. C.D. MACLEAN* ,1882-06-08T00:00:00Z,1882-07-24T00:00:00Z,1,Salem
53,Mr. W.J.H. LEFANU* ,1882-03-23T00:00:00Z,1882-06-07T00:00:00Z,2,Salem
52,Mr. H.E. STOKES* ,1879-11-11T00:00:00Z,1881-07-27T00:00:00Z,20,Salem
51,Mr. W.J.H. LEFANU* ,1879-10-31T00:00:00Z,1879-11-10T00:00:00Z,0,Salem
50,Mr. C.D. MACLEAN* ,1879-06-07T00:00:00Z,1879-07-02T00:00:00Z,0,Salem
49,Mr. C.S.  CROLE* ,1879-01-09T00:00:00Z,1879-06-05T00:00:00Z,4,Salem
48,Mr. W.J.H. LEFANU* ,1878-12-23T00:00:00Z,1879-01-08T00:00:00Z,0,Salem
47,Mr. F.H. WILKINSON* ,1874-06-15T00:00:00Z,1874-07-01T00:00:00Z,0,Salem
46,Mr. J.F. PRICE ,1873-03-22T00:00:00Z,1874-06-08T00:00:00Z,14,Salem
45,Mr. H.T.KNOX * ,1873-03-17T00:00:00Z,1873-03-21T00:00:00Z,0,Salem
44,Mr. C.T. LONGLY ,1870-10-10T00:00:00Z,1881-06-16T00:00:00Z,128,Salem
43,Mr. J.F.  PRICE* ,1870-08-29T00:00:00Z,1870-10-09T00:00:00Z,1,Salem
42,Mr. G.N. POCHIN              -DO- ,+186515-01-20T00:00:00Z,+186526-04-19T00:00:00Z,134,Salem
41,Mr. H.S. THOMAS* ,1862-01-10T00:00:00Z,1865-01-19T00:00:00Z,36,Salem
40,Mr. The Hon’ble D. ARBUTHNOTT ,1862-03-28T00:00:00Z,1867-01-14T00:00:00Z,57,Salem
39,Mr. T.J. KNOX* ,1859-09-16T00:00:00Z,1860-05-11T00:00:00Z,7,Salem
38,Mr. H.G. SMITH* ,1859-08-29T00:00:00Z,1859-09-15T00:00:00Z,0,Salem
37,Mr. T.J. KNOX* ,1859-08-04T00:00:00Z,1859-08-28T00:00:00Z,0,Salem
36,Mr. H. G. SMITH* ,1859-06-16T00:00:00Z,1859-08-03T00:00:00Z,1,Salem
35,Mr. E. TANE* ,1859-05-02T00:00:00Z,1859-06-15T00:00:00Z,1,Salem
34,Mr. H.D. SMITH* ,1859-04-25T00:00:00Z,1859-05-01T00:00:00Z,0,Salem
33,Mr. A. HATHAWAY* ,1859-04-08T00:00:00Z,1859-04-24T00:00:00Z,0,Salem
32,Mr. J.W. CHERRY* ,1859-01-19T00:00:00Z,1859-04-07T00:00:00Z,2,Salem
31,Mr. J.R. GORDON ,1859-01-08T00:00:00Z,1859-01-18T00:00:00Z,0,Salem
30,Mr. A. HATHAWAY* ,1858-11-12T00:00:00Z,1859-01-07T00:00:00Z,1,Salem
29,Mr. H.D. SMITH* ,1858-11-01T00:00:00Z,1858-11-11T00:00:00Z,0,Salem
28,Mr. H.A. BRETT ,1853-09-07T00:00:00Z,1862-03-27T00:00:00Z,102,Salem
27,Mr. H.D. PHILLIPS ,1850-07-11T00:00:00Z,1853-09-06T00:00:00Z,37,Salem
26,Mr. F.N. MALTBY* ,1850-02-04T00:00:00Z,1850-07-10T00:00:00Z,5,Salem
25,Mr. H.E. LOCKHHERT* ,1845-03-31T00:00:00Z,1850-01-30T00:00:00Z,57,Salem
24,Mr. H.A. BRETT* ,1845-02-01T00:00:00Z,1845-03-30T00:00:00Z,1,Salem
23,Mr. H.E. LOCKHART* ,1843-02-06T00:00:00Z,1844-05-14T00:00:00Z,15,Salem
22,Mr. H.A. BRETT* ,1843-01-16T00:00:00Z,1843-02-05T00:00:00Z,0,Salem
21,Mr. J.D. GLEIG ,1838-02-16T00:00:00Z,1845-01-31T00:00:00Z,83,Salem
20,Mr. W.C. OGILIVIE* ,1838-01-27T00:00:00Z,1838-02-15T00:00:00Z,0,Salem
19,Mr. W.H. BABINGTON* ,1833-11-12T00:00:00Z,1834-01-12T00:00:00Z,2,Salem
18,Mr. W.C. OGILIE* ,1833-10-07T00:00:00Z,1833-11-11T00:00:00Z,1,Salem
17,Mr. R. GARDENER* ,1831-12-29T00:00:00Z,1832-02-29T00:00:00Z,2,Salem
16,Mr. S.J.  POPHAM* ,1831-12-01T00:00:00Z,1831-03-01T00:00:00Z,-9,Salem
15,Mr. R.B. SHERDIAN* ,1831-01-27T00:00:00Z,1831-02-28T00:00:00Z,1,Salem
14,Mr. J. ORP ,1829-11-03T00:00:00Z,1838-01-26T00:00:00Z,98,Salem
13,Mr. A CRAWLEY ,1829-05-12T00:00:00Z,1829-11-02T00:00:00Z,5,Salem
12,Mr. N.D. DAVIS ,1826-02-08T00:00:00Z,1826-03-15T00:00:00Z,1,Salem
11,Mr. G.D. DRURY* ,1824-07-14T00:00:00Z,1824-09-05T00:00:00Z,1,Salem
10,Mr. W.D. DAVIS* ,1823-01-28T00:00:00Z,1823-03-28T00:00:00Z,2,Salem
9,Mr. R. NELSON* ,1820-02-19T00:00:00Z,1829-01-25T00:00:00Z,107,Salem
8,Mr. M.D.  COCKBURN ,1820-02-15T00:00:00Z,1829-05-11T00:00:00Z,110,Salem
7,Mr. SMITH * ,1815-04-30T00:00:00Z,1815-06-30T00:00:00Z,2,Salem
,-DO-,1817-12-12T00:00:00Z,1818-01-05T00:00:00Z,0,Salem
,-DO-,1819-01-18T00:00:00Z,1819-03-25T00:00:00Z,2,Salem
6,Mr. E. POWNEY* ,1805-05-15T00:00:00Z,1805-06-17T00:00:00Z,1,Salem
5,Mr. E.R. HARGRAVE ,1803-02-19T00:00:00Z,1820-02-15T00:00:00Z,203,Salem
4,Mr. GRAEME ,1805-02-01T00:00:00Z,July 1808,,Salem
3,Mr. D. COCKBURN ,1801-09-14T00:00:00Z,1805-02-01T00:00:00Z,40,Salem
2,Capt. ALEXN.READ ,1792-04-04T00:00:00Z,1799-07-07T00:00:00Z,87,Salem
1,Mr. KINDERSLAY ,1790-11-30T00:00:00Z,1792-04-03T00:00:00Z,16,Salem
34,"Thiru J. JAYAKANTHAN, I.A.S., ",2018-08-30T00:00:00Z,Present Collector,,Sivaganga
33,"Tmt. G.LATHA, I.A.S., ",2017-08-28T00:00:00Z,2018-08-29T00:00:00Z,12,Sivaganga
32,"Tmt. S.MALARVIZHI, I.A.S., ",2015-07-04T00:00:00Z,2017-08-27T00:00:00Z,25,Sivaganga
31,THIRU.D.ILANGO (I/C) ,2015-06-01T00:00:00Z,2015-07-03T00:00:00Z,1,Sivaganga
30,"THIRU.T.MUNUSAMY,I.A.S., ",2014-12-28T00:00:00Z,2015-05-31T00:00:00Z,5,Sivaganga
29,"THIRU.V.RAJARAMAN,I.A.S., ",2011-06-25T00:00:00Z,2014-12-27T00:00:00Z,42,Sivaganga
28,"THIRU.S.VEMBULINGAM(I/C), ",2011-06-01T00:00:00Z,2011-06-25T00:00:00Z,0,Sivaganga
27,"THIRU.V.SAMPATH,I.A.S., ",2010-10-04T00:00:00Z,2011-05-31T00:00:00Z,7,Sivaganga
26,"THIRU.MAHESAN KASIRAJAN,I.A.S., ",2009-06-04T00:00:00Z,2010-09-30T00:00:00Z,15,Sivaganga
25,THIRU.S.MOORTHY(I/C) ,2009-06-01T00:00:00Z,2009-06-03T00:00:00Z,0,Sivaganga
24,"THIRU.PANKAJ KUMAR BANSAL,I.A.S., ",2007-11-14T00:00:00Z,2009-06-01T00:00:00Z,18,Sivaganga
23,"THIRU.M.A.SIDDIQUE,I.A.S., ",2006-05-22T00:00:00Z,2007-11-14T00:00:00Z,17,Sivaganga
22,"THIRU.ANANDARAO VISHNU PATIL,I.A.S., ",2004-06-02T00:00:00Z,2006-05-22T00:00:00Z,23,Sivaganga
21,"THIRU.DR.J.RADHAKRISHNAN,I.A.S., ",2003-07-18T00:00:00Z,2004-06-01T00:00:00Z,10,Sivaganga
20,"THIRU.DR.SANTHOSH BABU,I.A.S., ",2002-11-06T00:00:00Z,2003-07-17T00:00:00Z,8,Sivaganga
19,THIRU.T.SUBBIAH (I/C) ,2002-11-04T00:00:00Z,2002-11-05T00:00:00Z,0,Sivaganga
18,"THIRU.JAS BIR SINGH BAJAJ,I.A.S., ",2001-07-27T00:00:00Z,2002-11-03T00:00:00Z,15,Sivaganga
17,"THIRU.SETHU RAMACHANDRAN,I.A.S., ",2001-06-11T00:00:00Z,2001-07-27T00:00:00Z,1,Sivaganga
16,"THIRU.M.R.MOHAN,I.A.S., ",2001-01-22T00:00:00Z,2001-06-11T00:00:00Z,4,Sivaganga
15,"THIRU.R.THIYAGARAJAN,I.A.S., ",2000-05-01T00:00:00Z,2001-01-22T00:00:00Z,8,Sivaganga
14,"THIRU.S.GOPALAKRISHNAN,I.A.S., ",1999-04-05T00:00:00Z,2000-04-30T00:00:00Z,12,Sivaganga
